playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Jimmy Rollins,PHI,637,.245,.306,.380,.686
Pat Burrell,PHI,586,.282,.376,.544,.920
Bobby Abreu,PHI,572,.308,.413,.521,.934
Placido Polanco,PHI,548,.288,.330,.403,.733
Marlon Anderson,PHI,539,.258,.315,.380,.695
Travis Lee,PHI,536,.265,.331,.394,.725
Mike Lieberthal,PHI,476,.279,.349,.443,.792
Doug Glanville,PHI,422,.249,.292,.344,.636
Jeremy Giambi,PHI,313,.259,.414,.505,.919
Tomas Perez,PHI,212,.250,.319,.392,.711
Ricky Ledee,PHI,203,.227,.342,.419,.761
